,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1292,FDZ46,OUT046,1749.4704893865796
1293,FDC15,OUT013,2435.250240876523
1294,FDD08,OUT019,1215.778002113823
1295,FDY50,OUT049,1488.1758287872979
1296,FDD36,OUT013,1952.432379356207
1297,FDG57,OUT027,2294.411827289001
1298,FDL21,OUT018,457.7361302462233
1299,FDN16,OUT027,3109.8491609509656
1300,FDJ09,OUT027,2207.207759511919
1301,FDS01,OUT010,975.8398086293512
1302,FDV33,OUT017,4293.644134679678
1303,DRE12,OUT017,1953.6698841302693
1304,FDR07,OUT013,1624.2526786588755
1305,FDP48,OUT010,1053.7730142143969
1306,NCB55,OUT035,946.563851971885
1307,FDQ08,OUT013,1096.7089889639433
1308,FDR34,OUT035,3741.3617170312214
1309,FDO33,OUT046,1788.5454466175242
1310,FDP13,OUT045,697.6602380543627
1311,FDX12,OUT049,3976.2977127794657
1312,NCT06,OUT049,2711.1119284272786
1313,FDR16,OUT019,1506.1692082161953
1314,FDE36,OUT046,2678.960347357133
1315,FDZ36,OUT049,3078.9049176120425
1316,FDV13,OUT045,1488.2758198066617
1317,NCZ17,OUT035,657.3578551228753
1318,FDU56,OUT045,2934.3414808916136
1319,FDM09,OUT035,2793.344345127669
1320,FDV02,OUT017,2825.056119923713
1321,FDS34,OUT018,1562.1858088991314
1322,FDA11,OUT049,1645.9234100807853
1323,FDP09,OUT017,3490.8454099181076
1324,FDB29,OUT027,3305.558391279021
1325,FDT19,OUT017,2962.8532682006057
1326,DRH15,OUT017,876.6230349544629
1327,FDY38,OUT046,3679.478413733585
1328,FDF14,OUT027,3906.354965580158
1329,FDN48,OUT010,410.09990720549763
1330,FDQ12,OUT013,3687.904455396905
1331,NCJ43,OUT045,2711.1469077591764
1332,FDE17,OUT019,544.9175570814382
1333,FDB05,OUT035,3954.8308966238665
1334,FDH10,OUT045,3036.41636520151
1335,NCR06,OUT017,809.8091776657816
1336,FDU32,OUT018,1710.8412291100822
1337,FDD56,OUT049,2919.0962423546994
1338,FDO36,OUT018,2599.3631931489203
1339,FDH16,OUT010,458.01147298321234
1340,FDX10,OUT018,354.71903779949116
1341,FDZ37,OUT017,1650.5217166979287
1342,FDU31,OUT010,1617.7589825938057
1343,DRC49,OUT049,2337.7905237066025
1344,FDL15,OUT045,2422.205335280611
1345,FDN32,OUT019,1090.0701537950256
1346,DRH59,OUT027,2662.18484938887
1347,NCU29,OUT049,2451.8805736597415
1348,FDR37,OUT019,1071.529862147832
1349,FDS14,OUT018,2178.962107961522
1350,FDU02,OUT027,4987.165700182735
1351,FDJ08,OUT035,3128.9883616348693
1352,NCZ06,OUT045,3950.4781998813974
1353,FDO31,OUT049,1503.4852869380059
1354,FDH31,OUT018,1407.9934862072355
1355,FDS58,OUT017,2730.1048797988287
1356,NCA53,OUT027,2269.7720927137743
1357,FDF50,OUT046,3166.4918252222183
1358,NCW42,OUT049,3582.605449042805
1359,NCQ17,OUT045,2455.7441271552484
1360,FDK51,OUT018,3851.827529325385
1361,NCW41,OUT010,590.8429486368796
1362,NCR29,OUT017,1050.227217286923
1363,FDB08,OUT019,670.8445249730353
1364,FDA40,OUT027,2850.8126335579277
1365,FDL14,OUT018,2313.3303587075297
1366,FDB47,OUT046,3278.60157470322
1367,FDO03,OUT035,3712.1903368234493
1368,DRK13,OUT019,1187.7224178349463
1369,FDX13,OUT010,2040.6091017568658
1370,FDF52,OUT046,2881.754365060484
1371,FDT11,OUT013,3082.0541766379833
1372,FDB08,OUT013,2613.6443731198387
1373,FDQ28,OUT018,2215.765987922826
1374,FDD29,OUT045,3962.5350282704535
1375,NCQ29,OUT027,5564.306724226904
1376,NCO02,OUT013,1081.0364863865734
1377,FDR56,OUT010,1244.9586531041632
1378,NCM54,OUT049,2067.6261075044686
1379,FDP51,OUT035,1962.5391580263097
1380,FDT38,OUT013,1355.9393701354934
1381,FDZ20,OUT018,3759.888067200326
1382,FDJ53,OUT013,1938.6626682312026
1383,FDX13,OUT049,4068.3524094782265
1384,FDP58,OUT035,3514.5589444751567
1385,NCK31,OUT019,1043.8887240081988
1386,FDA35,OUT018,1741.2847486865094
1387,FDV37,OUT018,2938.877355743268
1388,NCO07,OUT027,4824.909451154797
1389,FDA20,OUT045,2993.6461473681243
1390,FDZ59,OUT035,2765.792902333913
1391,NCY17,OUT017,863.7236928023069
1392,FDQ28,OUT035,2506.1340719636146
1393,FDV35,OUT017,2595.950084737404
1394,FDQ36,OUT013,660.092684412613
1395,FDD34,OUT018,2322.8021774442996
1396,FDK51,OUT045,4117.047047023089
1397,FDV31,OUT035,2863.398978942494
1398,FDR04,OUT035,1584.3528641049058
1399,FDR14,OUT049,944.2469428964831
1400,DRC36,OUT010,876.2053346520631
1401,FDE39,OUT019,5.9572842000628725
1402,FDP57,OUT049,1769.600156232774
1403,FDE57,OUT046,2293.974285740434
1404,NCN18,OUT046,1743.9683981766207
1405,NCQ05,OUT018,2116.868377571279
1406,FDW47,OUT035,1982.8441643833635
1407,FDV46,OUT035,2250.8604440004538
1408,NCP29,OUT045,1003.6268622864588
1409,FDE09,OUT018,1541.7296485878853
1410,NCU06,OUT027,5045.872396446224
1411,FDT19,OUT010,887.2478998740417
1412,DRF15,OUT017,2571.0557983583003
1413,DRI51,OUT013,2739.467660388807
1414,NCX54,OUT013,1679.525612788364
1415,DRE01,OUT013,3802.520818066143
1416,NCB07,OUT045,3045.2823418790636
1417,FDU50,OUT035,1875.634181073576
1418,FDG40,OUT035,615.3191592441251
1419,FDW10,OUT018,2498.9643481854464
1420,FDX51,OUT013,3165.277275775845
1421,NCP17,OUT045,1021.5039535209957
1422,FDP21,OUT035,3073.4433082788346
1423,FDL04,OUT045,1642.1837287805624
1424,FDV23,OUT013,2002.9800185287409
1425,FDF24,OUT046,1370.5901675777363
1426,FDH56,OUT027,3351.190997009067
1427,FDB51,OUT049,1070.9212724822926
1428,FDI58,OUT027,3017.843320768097
1429,FDR20,OUT013,895.0113438641935
1430,FDC51,OUT018,1698.8135521059912
1431,FDB16,OUT027,2803.1558992244827
1432,FDE40,OUT049,1078.2131492418923
1433,NCM17,OUT035,777.4857175851416
1434,FDU56,OUT035,3018.3282427879167
1435,FDS32,OUT019,434.6446010672459
1436,FDX02,OUT049,3597.5512171882547
1437,FDT39,OUT027,3939.9137065267714
1438,FDE35,OUT017,1159.301626398888
1439,NCI42,OUT019,1411.0125063179464
1440,DRL23,OUT046,1712.1984437665124
1441,FDA10,OUT046,1929.2259739966544
1442,FDA11,OUT013,1584.7954088595438
1443,NCM06,OUT046,2430.1692180859623
1444,NCT05,OUT035,4118.433156004061
1445,NCQ02,OUT010,1022.0914690706777
1446,NCY06,OUT049,2135.5854265675002
1447,FDY56,OUT035,3675.924643836844
1448,FDL02,OUT035,1790.4435892298418
1449,NCI06,OUT035,2850.92710887289
1450,FDQ14,OUT045,2333.5692572059443
1451,FDQ12,OUT017,3761.7200407716336
1452,FDP36,OUT046,850.9264279862796
1453,FDK21,OUT027,5415.354029174685
1454,FDO40,OUT045,2323.9127901883244
1455,NCK54,OUT019,42.407899484615086
1456,FDY09,OUT018,2530.056219579538
1457,NCW30,OUT049,4192.354310537623
1458,NCC55,OUT027,2034.0258089100887
1459,FDE58,OUT018,1595.8976506835838
1460,FDR39,OUT013,2953.1891833559557
1461,FDU28,OUT049,3071.26006039628
1462,FDH08,OUT017,3793.1310899899368
1463,FDG35,OUT045,2850.7003712215064
1464,FDG22,OUT049,736.0199519739938
1465,FDC34,OUT035,2553.948879834654
1466,FDP15,OUT018,3745.3352501509307
1467,FDK34,OUT010,1866.2575598998503
1468,FDU45,OUT035,1945.0514786191532
1469,FDQ04,OUT027,2094.117436563287
1470,FDX22,OUT018,3090.5094660194873
1471,FDB45,OUT017,1848.1902856968031
1472,NCH43,OUT027,4849.165559502468
1473,DRE60,OUT046,3506.143657942084
1474,FDD17,OUT027,5165.141667010092
1475,NCM54,OUT017,2144.1629363674588
1476,NCH55,OUT013,2039.3395490465823
1477,NCT06,OUT017,2737.8120562163977
1478,FDA48,OUT027,4945.896790337145
1479,FDY58,OUT027,5057.182142814743
1480,FDO25,OUT045,3351.4231221146497
1481,FDN50,OUT045,1596.663838375579
1482,FDH35,OUT035,2697.021217691922
1483,FDK09,OUT045,3568.725488955346
1484,FDO16,OUT013,1357.188163851487
1485,FDW11,OUT045,1045.5636552622361
1486,FDU47,OUT027,3738.87359912775
1487,NCQ42,OUT010,109.37638987740308
1488,FDK55,OUT027,2903.7262858476997
1489,FDN08,OUT049,2032.7605294737727
1490,FDT57,OUT045,3745.093057110679
1491,FDJ12,OUT018,3061.081957524375
1492,DRL59,OUT017,1019.3520048763935
1493,NCN53,OUT046,604.7069126242214
1494,FDO51,OUT010,1125.0705815668352
1495,FDK56,OUT017,3150.010505506676
1496,FDY12,OUT035,946.8216691341318
1497,FDU15,OUT035,722.2382769993388
1498,FDQ19,OUT046,3924.83691502254
1499,DRF15,OUT045,2445.3340172419535
1500,DRE25,OUT019,441.0138558474614
1501,FDK57,OUT018,1622.3497922728393
1502,FDD33,OUT010,1759.3519140435421
1503,FDR34,OUT027,5109.811583633578
1504,FDU04,OUT045,1920.1848332447785
1505,FDE35,OUT019,830.687279353725
1506,NCD31,OUT035,2614.431361485077
1507,FDJ56,OUT035,1669.7500393281978
1508,NCU53,OUT046,2619.0415902181517
1509,FDD39,OUT035,3400.8199525121795
1510,NCU17,OUT019,252.65549007511174
1511,FDJ20,OUT046,2035.9377729408716
1512,NCW41,OUT018,2222.2346468719475
1513,FDL52,OUT035,719.8044448834871
1514,FDS39,OUT035,2319.384047638663
1515,DRJ47,OUT045,2753.6103735281904
1516,FDP13,OUT010,1190.9308130238364
1517,DRK39,OUT010,573.8044154211034
1518,FDF28,OUT010,125.78718430786535
1519,FDB09,OUT045,2027.9393114424688
1520,FDM51,OUT046,1665.3974474417396
1521,DRM49,OUT018,480.72812576731076
1522,DRF23,OUT013,2822.062954137531
1523,DRH01,OUT035,2759.1695373758166
1524,FDH12,OUT027,3170.669282699518
1525,FDA28,OUT019,119.10308000694499
1526,FDW37,OUT018,1196.612420078624
1527,FDF02,OUT046,1690.0604923241917
1528,DRL37,OUT046,707.023433131991
1529,NCF43,OUT046,2228.9854682755004
1530,FDH08,OUT010,1741.6135843316188
1531,FDR34,OUT019,1777.8203097862681
1532,NCK19,OUT049,3166.19406392088
1533,NCD55,OUT018,413.8980093615686
1534,FDT27,OUT049,3836.7536924104056
1535,FDQ57,OUT045,2333.4733513607807
1536,FDA47,OUT035,2667.1399062176206
1537,DRG15,OUT027,2482.860504048631
1538,FDE05,OUT018,2069.510270038259
1539,FDN46,OUT046,1640.8128463011099
1540,FDX27,OUT027,2929.6979193109128
1541,FDT51,OUT045,1818.8658638693496
1542,FDU33,OUT013,802.9662884454912
1543,FDJ16,OUT027,2393.518578666921
1544,FDD20,OUT019,108.56947154158524
1545,FDT36,OUT049,665.0390475802247
1546,DRF15,OUT027,3883.176655419694
1547,FDN52,OUT010,498.91852740766717
1548,FDC22,OUT027,4501.490246264263
1549,FDX15,OUT045,2524.2975992551064
1550,FDT13,OUT013,3038.245486637325
1551,FDU04,OUT017,2073.968123013593
1552,FDU31,OUT019,1610.4696760245688
1553,FDW59,OUT027,2841.578657680704
1554,NCO29,OUT046,2627.364534079686
1555,FDL15,OUT035,2481.2508580130134
1556,FDI41,OUT049,2430.9068412332854
1557,FDQ48,OUT049,1731.2618177863005
1558,DRI39,OUT013,942.6425968293614
1559,FDI08,OUT013,4064.277198917881
1560,FDC21,OUT049,1942.427821281019
1561,FDF58,OUT035,1078.4099635919206
1562,FDS08,OUT010,946.4780550528017
1563,FDE47,OUT045,1989.9703775609426
1564,NCP18,OUT019,504.7674108353762
1565,NCR41,OUT013,1583.6195550910033
1566,FDA27,OUT013,4043.186079554619
1567,FDA43,OUT035,3159.409515899842
1568,FDA49,OUT045,1415.8977398628508
1569,NCE55,OUT018,2518.7483552636113
1570,DRM49,OUT027,2217.662436643235
1571,FDF22,OUT027,4834.642713899573
1572,FDQ15,OUT018,1054.3143820305684
1573,NCS54,OUT017,2897.873876238672
1574,NCY05,OUT013,646.1659963658528
1575,FDR45,OUT046,3787.9574801622834
1576,FDK57,OUT049,2029.5183673864058
1577,FDF41,OUT010,1954.0808249145805
1578,FDV21,OUT046,2002.9058187504634
1579,FDD51,OUT046,700.1001058754911
1580,FDF33,OUT046,1962.6030181894084
1581,FDA38,OUT046,3734.6126925695535
1582,FDR56,OUT045,3156.6143215010266
1583,NCN41,OUT017,2084.7268988865308
1584,FDC60,OUT027,2907.1355810181876
1585,FDB47,OUT045,3273.0840051564714
1586,DRH01,OUT013,2784.7553948767013
1587,FDW08,OUT046,1702.7163833441537
1588,FDF38,OUT027,2192.314155916535
1589,FDY32,OUT017,2754.4907948928176
1590,FDG34,OUT049,1897.4302973810327
1591,FDG47,OUT019,2246.1929171381807
1592,NCF18,OUT035,3017.1763325973593
1593,FDL39,OUT019,970.0319075705709
1594,NCH55,OUT035,2034.0133115300666
1595,DRJ35,OUT049,1099.9307715800935
1596,FDS44,OUT035,3879.066490784611
1597,DRE01,OUT018,3485.9637886296114
1598,FDY39,OUT013,3009.464368375302
1599,FDY32,OUT018,2317.5613190905233
1600,FDR33,OUT027,3235.7564459282903
1601,NCP50,OUT049,1402.2420050076316
1602,FDZ47,OUT018,1349.451960132777
1603,FDU57,OUT049,2553.4273552339832
1604,FDY44,OUT013,3195.45371260476
1605,DRH59,OUT018,930.8659104174674
1606,FDB03,OUT027,5219.703501992544
1607,FDY46,OUT045,2945.125321882569
1608,FDM39,OUT045,2760.471845264042
1609,FDY36,OUT035,1283.9132813002147
1610,NCM55,OUT035,2953.2308285871736
1611,FDJ50,OUT010,997.2917386090987
1612,DRL60,OUT013,2421.5981223198964
1613,NCJ54,OUT049,3736.259570814037
1614,FDX59,OUT017,736.2420815549856
1615,FDI07,OUT013,3228.985584758513
1616,DRF51,OUT010,1287.3440908639648
1617,FDM14,OUT017,1945.546638732977
1618,FDP21,OUT045,3014.4080084609714
1619,FDE40,OUT035,1069.4156640426042
1620,FDE05,OUT035,2416.4236175205597
1621,FDM13,OUT027,3581.417250478542
1622,FDC34,OUT027,3956.3274521921367
1623,NCI55,OUT018,1663.4201974841183
1624,NCE43,OUT018,2362.983865442968
1625,FDW58,OUT018,1444.9586948668377
1626,FDG60,OUT045,3696.022343712332
1627,FDV31,OUT017,2967.3727953897037
1628,FDR47,OUT013,3112.306832504083
1629,FDM60,OUT019,1165.5151283271653
1630,NCF06,OUT018,3781.115354012545
1631,NCN26,OUT027,3292.619069377106
1632,FDQ59,OUT049,1539.1413443721779
1633,FDF09,OUT046,671.1271891639146
1634,NCS06,OUT017,4288.928694875169
1635,FDT44,OUT046,1913.2684301795553
1636,FDI19,OUT017,4005.8144097587783
1637,FDT22,OUT017,1112.4764651425896
1638,NCF54,OUT027,4133.382427505409
1639,DRG25,OUT045,2924.342531940684
1640,FDB59,OUT017,3270.140534608718
1641,FDQ37,OUT017,3226.5545057528575
1642,FDP56,OUT035,888.7653695320128
1643,FDW44,OUT035,2861.9380180104044
1644,FDJ26,OUT010,1547.8383029883594
1645,FDU43,OUT018,3547.3089439636215
1646,FDW33,OUT045,1661.6702296755461
1647,NCX53,OUT027,3737.7986801331344
1648,FDN56,OUT010,475.069240089164
1649,DRF15,OUT049,2527.215508420491
1650,FDO33,OUT017,1964.7754376446917
1651,FDZ39,OUT010,189.8153882071672
1652,NCJ19,OUT017,1024.9722728233075
1653,FDU01,OUT035,3045.4924541261444
1654,FDT12,OUT035,3644.9841158681447
1655,NCM18,OUT018,703.2329573548125
1656,FDP19,OUT017,2212.2057297285037
1657,NCR42,OUT049,638.8071945932614
1658,FDN10,OUT046,1898.7937432172207
1659,FDG44,OUT017,1075.8954990374527
1660,FDQ10,OUT046,2725.4815203594335
1661,DRH13,OUT049,1781.7982592525016
1662,FDT52,OUT013,3923.8949153640588
1663,FDM56,OUT045,1795.6868961715484
1664,NCO43,OUT010,292.89002543795414
1665,NCV29,OUT035,2858.0520838241237
1666,NCF06,OUT013,4116.206193586665
1667,FDO50,OUT035,1551.036880456972
1668,FDT59,OUT013,3682.9980143179346
1669,FDX40,OUT027,2043.2735458402433
1670,FDE50,OUT017,3177.299965022657
1671,FDX51,OUT017,3320.1145657983675
1672,NCD30,OUT018,1281.6765591341652
1673,FDK15,OUT013,1647.4318935972024
1674,FDL12,OUT045,1024.7396295882425
1675,FDK46,OUT017,4234.649886375302
1676,DRH49,OUT010,621.6481062955631
1677,FDQ57,OUT046,2345.2024290167274
1678,FDY59,OUT017,1664.1586821084943
1679,FDO09,OUT018,3872.907061054712
1680,NCG30,OUT035,2022.7752114216705
1681,FDM09,OUT017,2853.7281974467737
1682,NCN17,OUT027,3071.9646764021177
1683,NCS42,OUT013,1451.6170705362524
1684,FDD02,OUT019,8.668944051290168
1685,FDE34,OUT013,2910.236561555943
1686,FDU38,OUT045,2990.956666325987
1687,FDB33,OUT046,2548.74782497838
1688,NCJ29,OUT017,1548.8376849512078
1689,FDZ27,OUT035,817.82636192451
1690,FDI40,OUT013,1642.6850339063722
1691,FDG22,OUT013,710.7190392379626
1692,FDT51,OUT017,1978.8758218937833
1693,FDF20,OUT018,2908.7615834130165
1694,FDV50,OUT035,1944.6897811329864
1695,FDT02,OUT049,675.5857266925653
1696,DRC49,OUT017,2426.776166503162
1697,FDF26,OUT049,2596.4577173012467
1698,FDV52,OUT035,1962.3699922788824
1699,FDX59,OUT049,712.6691357775775
1700,FDV25,OUT035,3598.8376965754182
1701,FDW23,OUT027,2104.08123815411
1702,FDE53,OUT018,1438.967505172082
1703,FDA19,OUT017,2259.7054067029585
1704,FDH22,OUT046,1997.5904351943814
1705,NCO41,OUT013,1611.8856152896888
1706,FDX12,OUT017,4005.4716695546076
1707,FDF17,OUT013,3136.2218268749416
1708,FDS11,OUT045,3558.9394393871985
1709,FDR51,OUT035,2463.580447157343
1710,FDT49,OUT010,210.5601611185691
1711,FDC56,OUT013,1980.270669309913
1712,FDR13,OUT027,3396.4812960158083
1713,FDQ60,OUT035,2016.488119495424
1714,FDN38,OUT049,4093.5180386698376
1715,NCL29,OUT013,2527.3164822192316
1716,FDO13,OUT027,4067.7416111890407
1717,FDE26,OUT018,2043.2097714476427
1718,FDA31,OUT010,844.7423812307115
1719,FDX14,OUT035,1226.1931259841397
1720,FDA34,OUT045,2790.9003067324434
1721,FDF26,OUT013,2547.7934412350623
1722,FDE38,OUT045,2672.6536006539127
1723,DRI11,OUT046,1834.3969378317793
1724,FDQ60,OUT027,3384.276185898737
1725,FDL21,OUT027,2163.142001398641
1726,DRC12,OUT027,4477.074996850954
1727,FDC47,OUT046,3584.476444191842
1728,FDE57,OUT045,2261.9908298678265
1729,FDT14,OUT045,1896.3432651211804
1730,NCZ53,OUT046,3011.021060789343
1731,FDE28,OUT018,3365.2068476350623
1732,FDR19,OUT035,2401.967146828664
1733,NCF54,OUT019,828.8652174409622
1734,FDZ08,OUT046,1382.401249472413
1735,NCJ05,OUT018,2173.156616625667
1736,FDF59,OUT046,2059.0038172906334
1737,NCO05,OUT035,1666.9438536843757
1738,FDW24,OUT018,559.1656932920207
1739,NCX42,OUT018,2345.7282170050985
1740,NCA53,OUT035,859.2770985606339
1741,FDI45,OUT019,951.0344010221313
1742,FDG46,OUT046,1856.6456815965907
1743,FDM20,OUT010,1967.9382197078119
1744,FDW11,OUT010,891.0983015389543
1745,FDX08,OUT035,2936.4221089895086
1746,NCK17,OUT035,735.6005614948168
1747,FDK32,OUT018,2212.95972344152
1748,NCA42,OUT035,2562.8349461945854
1749,DRI01,OUT035,2747.8699028158862
1750,NCL55,OUT049,4089.6893388855274
1751,DRE25,OUT018,1219.8643813824206
1752,FDD14,OUT017,3056.969440039486
1753,FDB10,OUT046,3716.6211997534147
1754,DRN11,OUT035,2345.181010337038
1755,FDP38,OUT018,607.0619349009551
1756,NCA30,OUT017,3082.8674837223507
1757,FDT15,OUT017,3123.3793297827588
1758,NCP55,OUT018,657.3881412421599
1759,FDF12,OUT035,2417.428535483088
1760,FDM21,OUT018,3756.8356435297464
1761,FDX56,OUT035,3379.461694319704
1762,FDF10,OUT017,2473.8100397520093
1763,FDT32,OUT045,3065.1806766016944
1764,FDM51,OUT018,1407.8564933312703
1765,NCR50,OUT018,2154.931876695652
1766,FDI19,OUT049,3932.3943321141574
1767,FDX21,OUT017,1867.415296339241
1768,FDR31,OUT035,2447.0339182255284
1769,FDY02,OUT013,4144.2674807774765
1770,NCA29,OUT045,2665.206280348427
1771,NCX17,OUT046,3641.4405338811434
1772,FDM12,OUT045,3046.7836969218843
1773,FDI53,OUT027,4003.495158549691
1774,NCU30,OUT049,2676.7416235369715
1775,FDC56,OUT027,3408.9243275965036
1776,FDK27,OUT018,1710.0655548866805
1777,NCK18,OUT017,2767.9178553269694
1778,FDB52,OUT019,2128.622155939929
1779,DRG25,OUT027,4423.643191088805
1780,FDZ13,OUT049,1013.5777085464962
1781,FDB57,OUT019,1725.4284681374627
1782,FDR40,OUT046,1371.4674162078582
1783,NCO14,OUT019,1174.2936909462053
1784,NCN19,OUT045,3005.0353972017797
1785,FDQ28,OUT019,585.1210499882493
1786,FDO13,OUT018,2355.3389907294186
1787,FDK48,OUT013,1291.718490607907
1788,FDU07,OUT018,2186.5537492785534
1789,FDW20,OUT046,2002.4268224836505
1790,FDV12,OUT010,283.585741639047
1791,FDH24,OUT013,2558.010759349801
1792,FDV59,OUT049,3527.6735476692133
1793,FDK57,OUT045,1902.4574398320615
1794,FDL16,OUT027,2164.9388263138553
1795,NCQ17,OUT046,2458.166577236996
1796,FDJ15,OUT018,2664.2746174336494
1797,FDX24,OUT049,1611.1652864811426
1798,FDT47,OUT046,1606.6008764411613
1799,FDT10,OUT049,1131.2667255177842
1800,FDZ37,OUT018,1226.0159387887836
1801,FDW43,OUT027,5161.878278834989
1802,DRN36,OUT017,1663.0009778317049
1803,FDJ14,OUT045,1371.7420804770104
1804,FDA32,OUT013,3511.012124813105
1805,FDJ38,OUT019,1192.0207443021532
1806,FDQ57,OUT017,2475.871410058853
1807,NCQ41,OUT019,1170.1258099146141
1808,FDG56,OUT049,1156.7940426419223
1809,DRC13,OUT027,3459.9504797741342
1810,FDV55,OUT035,2386.455067115311
1811,FDQ49,OUT045,2536.1527527291933
1812,FDE29,OUT010,975.0480091568995
1813,FDR03,OUT013,3332.5334701227107
1814,FDD45,OUT049,1631.1577837383318
1815,FDN38,OUT010,2088.816463316442
1816,FDT56,OUT046,1020.586580665437
1817,FDT48,OUT045,3167.2309360442387
1818,FDU03,OUT049,3003.6712866745515
1819,FDC56,OUT010,1.117483859387221
1820,NCO43,OUT027,3035.366632495036
1821,FDQ27,OUT017,1833.6654017227465
1822,FDR03,OUT046,3318.9139330466687
1823,DRH23,OUT010,1059.7665555539513
1824,FDG22,OUT045,671.2727701186882
1825,NCJ42,OUT013,1674.9811812770981
1826,FDR24,OUT046,1507.6547587518294
1827,FDW60,OUT035,2903.7633852522495
1828,FDJ08,OUT013,3068.900218578752
1829,DRL59,OUT018,599.5199615364583
1830,FDG60,OUT010,1760.7091485600977
1831,FDW27,OUT017,2671.9384841218844
1832,FDX14,OUT018,927.5298163399698
1833,FDC20,OUT013,999.9749365756369
1834,NCS29,OUT018,3877.3190397340495
1835,FDJ56,OUT046,1627.1094769019032
1836,FDB20,OUT019,610.81945948476
1837,FDL28,OUT027,5082.9025825435365
1838,FDW01,OUT018,2169.0229920831375
1839,FDL03,OUT046,3182.4334941482193
1840,FDX22,OUT049,3455.5871455864067
1841,FDJ21,OUT035,2393.371229549891
1842,FDR31,OUT045,2420.6997414797147
1843,FDG21,OUT035,2672.7397681035336
1844,FDS22,OUT027,2210.950980923505
1845,FDK08,OUT035,1714.3839007672627
1846,FDE17,OUT018,2155.442024746543
1847,NCN30,OUT017,1662.8264957784604
1848,FDT50,OUT046,1556.6058323799107
1849,NCX42,OUT049,2681.1993503174385
1850,FDJ12,OUT035,3392.4240807846786
1851,NCA18,OUT027,3299.7465019759416
1852,FDP23,OUT019,1557.646232146652
1853,FDX12,OUT013,3885.5498372270886
1854,FDN40,OUT018,2130.389771814831
1855,FDV48,OUT035,1364.9760632303803
1856,NCY54,OUT013,2705.6061434428766
1857,FDL16,OUT010,1211.97381076355
1858,FDR45,OUT018,3516.3941353165046
1859,FDJ52,OUT046,2551.392244391598
1860,DRG01,OUT017,1377.625873128342
1861,FDP52,OUT013,3699.06238950963
1862,FDU58,OUT017,3147.6462223796434
1863,FDL02,OUT045,1743.831895061668
1864,FDG28,OUT013,3909.673244247746
1865,FDA19,OUT035,2146.3185885387757
1866,FDW46,OUT027,2571.426835102632
1867,NCD43,OUT049,1735.976795554767
1868,DRG39,OUT013,895.4544599443064
1869,NCF55,OUT049,682.6482354897626
1870,FDJ07,OUT046,1909.6819940516107
1871,FDE08,OUT046,2424.7599896482484
1872,FDP56,OUT019,1035.9750122021467
1873,FDT45,OUT045,863.370764560054
1874,FDF17,OUT018,2797.9912286215995
1875,FDX44,OUT046,1459.2866793124094
1876,FDM28,OUT027,4284.987685594667
1877,FDI36,OUT049,3279.2119914089944
1878,FDS07,OUT045,1860.8201356451045
1879,FDD36,OUT045,1886.517187159277
1880,FDW11,OUT046,1009.0120541418786
1881,FDN40,OUT049,2531.330805008047
1882,NCQ18,OUT049,1623.223849864249
1883,NCQ54,OUT017,2764.5590170251135
1884,NCS42,OUT045,1432.4037526695793
1885,DRH39,OUT010,698.6553545082393
1886,FDC09,OUT027,3201.848506176279
1887,FDT08,OUT010,521.1553306954722
1888,FDC08,OUT035,3681.1647259914835
1889,FDT20,OUT017,815.9352662825727
1890,FDS35,OUT035,1101.2659278764306
1891,FDX58,OUT018,2612.688224533475
1892,FDW58,OUT046,1691.2535463026888
1893,DRD27,OUT046,1596.2874913552537
1894,FDH32,OUT019,300.12561939873456
1895,FDS26,OUT035,4138.925813898005
1896,FDQ31,OUT046,1487.3689795129576
1897,FDP11,OUT018,3203.3882159864256
1898,FDD58,OUT017,1741.5622272778805
1899,FDM33,OUT045,3428.3588089483733
1900,FDZ16,OUT049,3193.8024633786376
1901,NCS29,OUT010,2250.394409840952
1902,NCM18,OUT019,956.3455075602174
1903,FDP11,OUT049,3576.280244812258
1904,NCC42,OUT017,2394.3958454680687
1905,DRM23,OUT046,2729.3853985151163
1906,NCN55,OUT027,5214.29716759347
1907,FDK46,OUT013,4103.220836788183
1908,FDR01,OUT046,3227.627110396706
1909,NCA05,OUT045,2379.046599398844
1910,NCP43,OUT017,2956.3180969364707
1911,FDR12,OUT010,845.247584785003
1912,FDQ01,OUT013,4125.343375661468
1913,FDM13,OUT046,2110.173535795301
1914,FDQ19,OUT017,4068.447888263367
1915,FDK56,OUT019,1056.838027385142
1916,NCX06,OUT010,961.1137126977146
1917,FDO56,OUT027,3433.706613405438
1918,FDU45,OUT045,1834.6059135043315
1919,FDI16,OUT019,1003.3167844879963
1920,FDL32,OUT046,1874.8849017716216
1921,FDA07,OUT046,2062.0059930493217
1922,FDA14,OUT045,2283.759080530703
1923,FDV46,OUT027,3686.8929301481435
1924,NCO07,OUT035,3414.030468063357
1925,NCP41,OUT046,1704.534082778684
1926,FDY60,OUT018,2040.9421707165584
1927,FDN38,OUT017,4174.690952867698
1928,FDO15,OUT046,1276.3140809149509
1929,FDT60,OUT013,1991.377508128045
1930,FDA55,OUT035,3672.0610547918714
1931,FDE02,OUT010,378.645813101582
1932,DRJ39,OUT049,3595.96265379756
1933,FDV34,OUT035,1311.8502733794141
1934,FDS20,OUT027,4409.601912699357
1935,FDF02,OUT027,3127.3169575653906
1936,FDW40,OUT017,2436.923504975196
