Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,5279.428239
FDR21,OUT045,2796.226216
NCW29,OUT035,2150.250384
FDO11,OUT013,4049.014713
NCM31,OUT049,2331.535042
FDV35,OUT019,556.2906272
FDF58,OUT017,1160.700694
NCE43,OUT049,2742.125951
FDA02,OUT035,2345.114452
DRL37,OUT010,1193.769432
FDR24,OUT018,1240.734158
FDW59,OUT049,1457.963368
FDS22,OUT049,890.3394055
FDW24,OUT017,982.1075367
FDU24,OUT035,1609.09556
FDA21,OUT027,4407.273436
FDH58,OUT027,3324.28753
FDW36,OUT018,1399.44264
FDI45,OUT027,4238.340549
FDU01,OUT018,2735.995444
FDF35,OUT027,3211.25056
FDU43,OUT019,1926.46976
FDE24,OUT019,390.1742569
FDK50,OUT049,2729.444396
FDG31,OUT045,1033.047808
FDC60,OUT045,1483.766077
FDL36,OUT013,1490.356433
FDP21,OUT013,3083.441504
FDW16,OUT045,1471.557481
FDX02,OUT017,3649.158633
FDQ58,OUT027,3907.749919
FDT51,OUT046,1836.818289
FDD59,OUT049,1450.050249
NCM42,OUT018,1452.023731
FDA57,OUT018,399.5680349
FDZ48,OUT035,1846.973873
FDE46,OUT045,2415.535951
NCZ30,OUT019,12.50313812
FDB56,OUT017,3202.354102
FDA25,OUT027,3201.674311
FDD20,OUT013,2065.094867
FDL25,OUT013,1563.361207
NCO18,OUT049,2882.646087
FDJ45,OUT017,922.4360935
FDR12,OUT035,2808.79376
NCF19,OUT010,1152.840339
FDK25,OUT046,2678.221487
NCR17,OUT046,1833.721313
FDC52,OUT046,2426.911646
NCA54,OUT017,2990.116738
FDR45,OUT010,1870.546344
NCM19,OUT049,1901.210767
FDF39,OUT027,5611.836029
FDX23,OUT049,1668.266438
FDD58,OUT027,3049.667407
FDX28,OUT013,1617.23641
NCD31,OUT013,2593.273254
FDU57,OUT018,2155.600084
FDI27,OUT046,763.9933774
NCM42,OUT046,1714.240065
FDD32,OUT027,2848.056429
FDI34,OUT013,3682.15429
NCM29,OUT049,2177.323441
FDG46,OUT018,1577.290061
DRC01,OUT010,1061.568807
FDB15,OUT027,5540.75687
NCA17,OUT027,3840.517589
FDF10,OUT046,2375.551539
FDR26,OUT027,4244.261238
FDI02,OUT049,1955.761508
NCM54,OUT010,92.37782569
FDF14,OUT013,2479.427998
FDJ33,OUT010,50.78217585
FDM20,OUT035,3969.933804
FDC03,OUT027,4545.57066
NCX05,OUT046,1855.469771
NCM41,OUT027,2934.074146
NCU29,OUT010,447.6969067
FDQ59,OUT017,1550.248077
FDH46,OUT010,236.7949622
FDH09,OUT013,1066.573732
NCD06,OUT045,725.5761604
FDC15,OUT035,2451.712056
DRD37,OUT027,2193.819909
FDT28,OUT027,3805.918596
FDR28,OUT027,4077.843427
FDT38,OUT017,1490.475212
FDV34,OUT027,2720.743154
FDY52,OUT035,1054.120138
FDB34,OUT013,1422.772756
DRL23,OUT018,1431.300907
DRB24,OUT046,2444.994085
FDJ50,OUT046,933.0451074
FDQ49,OUT035,2560.468817
FDP20,OUT035,2075.265554
FDV19,OUT027,4063.254192
NCR54,OUT045,3057.847808
FDO09,OUT010,2214.37992
FDS57,OUT018,1988.458775
FDN10,OUT049,1976.72808
FDV23,OUT049,2106.134082
FDY28,OUT049,3489.555109
DRG51,OUT013,2626.951222
FDD45,OUT019,384.1539228
NCL18,OUT027,4452.357085
NCM29,OUT013,2120.855184
FDF17,OUT027,4541.725609
FDE22,OUT017,2711.783501
FDQ22,OUT017,778.0053496
FDS01,OUT013,2923.965915
FDW35,OUT027,2180.47846
FDJ33,OUT046,2020.639244
NCF54,OUT035,2744.452907
FDE09,OUT013,1840.993942
NCE06,OUT045,2517.387725
DRH49,OUT049,1390.20235
FDY43,OUT045,2718.110634
NCT05,OUT017,4166.438894
FDZ34,OUT045,3055.138149
FDL38,OUT017,1640.944984
FDZ31,OUT017,3221.546418
FDR14,OUT035,902.7657002
NCN54,OUT049,1347.943882
NCC42,OUT027,3676.203641
FDK08,OUT017,1826.352898
FDP59,OUT013,1780.476628
FDV22,OUT035,2593.033732
FDD33,OUT035,3774.800982
DRE60,OUT027,5001.102437
FDK52,OUT046,3559.559764
FDA02,OUT017,2477.226947
FDM56,OUT049,1883.803218
FDE57,OUT035,2345.955162
FDM32,OUT045,1461.910767
NCQ30,OUT027,3369.42304
FDQ27,OUT027,3179.324772
FDT60,OUT027,3448.623365
FDU43,OUT049,3966.927088
NCO55,OUT035,1740.488272
FDG02,OUT045,3056.868795
FDJ28,OUT013,3040.726546
FDP40,OUT045,1809.398736
FDJ38,OUT045,3087.624366
NCC54,OUT017,3945.826015
NCZ41,OUT046,1997.747192
FDK38,OUT019,500.6119363
FDU52,OUT013,2480.040986
FDC40,OUT046,1234.72296
NCR30,OUT017,1315.79505
NCN18,OUT017,1890.557112
FDB50,OUT035,1335.358245
FDG04,OUT013,3002.895335
FDR26,OUT035,2817.845321
NCT17,OUT018,2710.081765
FDX35,OUT027,5085.091658
FDS12,OUT046,2019.654253
NCZ29,OUT027,3454.682217
FDB38,OUT010,729.9642265
FDP12,OUT013,714.3919027
FDP22,OUT046,884.3406434
FDS26,OUT018,3785.727865
FDR52,OUT046,3059.199664
DRJ13,OUT046,2542.634276
FDU48,OUT027,3544.802024
FDE29,OUT035,1006.653735
NCT29,OUT049,2039.992674
DRK37,OUT018,2699.58576
FDK55,OUT046,1428.011001
FDR07,OUT046,1576.284175
FDO21,OUT027,5050.502728
FDK46,OUT049,4207.961281
FDB12,OUT045,1705.880913
FDT31,OUT027,4489.699717
FDJ33,OUT045,2008.883146
FDC26,OUT027,3229.607916
NCQ02,OUT045,2949.511655
FDP08,OUT010,1200.306914
FDB11,OUT027,5050.316144
FDV55,OUT013,2394.899684
FDW20,OUT049,2081.704869
NCJ18,OUT019,45.3559708
FDC41,OUT018,915.6679303
FDE14,OUT027,3160.987972
FDG35,OUT013,2896.355934
FDF45,OUT035,1079.723637
FDS19,OUT027,2784.897256
FDS58,OUT019,681.1318501
FDA26,OUT017,3624.320273
FDM32,OUT049,1557.81062
FDL45,OUT046,2021.001951
FDZ55,OUT049,2682.608424
FDY37,OUT049,2432.950753
FDO46,OUT046,3074.316673
FDQ60,OUT046,1955.157742
FDA19,OUT018,1841.442948
FDL15,OUT046,2461.982133
FDM10,OUT018,3081.632542
NCL05,OUT017,853.8230159
DRK49,OUT010,1225.02363
NCE18,OUT027,5393.574953
FDG40,OUT049,666.198507
DRI59,OUT045,3508.050081
FDK28,OUT035,4073.514941
NCD06,OUT019,1177.891488
FDO11,OUT019,2113.75524
FDK27,OUT046,1931.763178
FDT43,OUT027,2328.036842
FDD38,OUT018,1449.289651
FDA16,OUT049,3560.447043
FDL14,OUT027,3980.627253
NCM17,OUT049,826.795274
FDD20,OUT045,2012.182205
FDA40,OUT045,1431.205858
FDL43,OUT045,1265.218514
FDV15,OUT045,1626.623633
FDE52,OUT046,1451.74747
NCL17,OUT010,368.4335769
NCJ31,OUT045,3720.797765
FDR60,OUT045,1250.00571
NCA18,OUT035,1872.719813
FDS21,OUT027,2531.981655
FDW09,OUT035,1365.214489
FDL26,OUT035,2533.031457
FDS47,OUT018,1156.352555
FDC39,OUT046,3203.704761
FDT51,OUT035,1891.91359
FDK40,OUT035,4188.829864
NCG19,OUT045,3656.182095
FDZ07,OUT046,1086.498844
FDF08,OUT027,2962.01717
FDO04,OUT013,927.4977756
FDK41,OUT018,1034.775453
FDP15,OUT049,4129.139723
NCD43,OUT018,1384.92266
NCP18,OUT013,2377.218429
FDZ51,OUT046,1551.643776
DRH13,OUT035,1779.202781
FDF38,OUT045,745.6233182
NCI43,OUT045,777.7899436
FDM38,OUT027,2415.820689
FDS03,OUT013,1096.618882
DRJ47,OUT017,2869.976866
FDT50,OUT010,367.922699
FDV02,OUT046,2692.406986
NCG18,OUT017,1786.523958
FDW52,OUT046,2641.260028
FDS40,OUT035,649.1820448
FDN31,OUT017,3203.264692
FDA37,OUT045,2034.027785
FDA15,OUT046,3911.647439
FDL39,OUT046,2868.085859
FDJ53,OUT045,1916.332704
FDX22,OUT013,3411.583633
NCZ42,OUT045,3737.457638
FDD56,OUT027,4313.763911
FDD40,OUT017,3211.680909
FDS50,OUT013,3473.525117
NCN14,OUT013,2937.068373
FDT15,OUT013,2990.379958
NCS18,OUT027,3157.058708
NCO26,OUT010,116.2888689
FDF58,OUT018,737.7491004
NCB19,OUT013,1394.681803
FDH26,OUT017,2467.671214
DRB24,OUT027,3870.957326
FDA49,OUT018,1146.701225
FDB32,OUT045,1567.076215
FDI36,OUT017,3303.714532
NCA17,OUT010,456.6327681
FDH22,OUT013,2014.414851
NCM26,OUT018,2142.902078
FDT15,OUT027,4408.728571
FDB16,OUT018,1090.611615
NCP54,OUT027,3398.177733
FDJ36,OUT013,1708.533485
FDO28,OUT045,1882.654535
FDU09,OUT013,966.7930194
FDF29,OUT017,2228.626653
FDY08,OUT013,2327.014735
DRJ59,OUT018,365.5081947
FDT23,OUT027,2788.48163
FDU15,OUT018,418.9472117
FDT47,OUT013,1655.81646
FDI53,OUT019,713.3065481
FDR59,OUT018,3912.720589
FDD53,OUT035,711.0427964
FDY51,OUT017,3621.087174
FDT04,OUT049,706.0225152
FDU51,OUT049,2940.663247
FDG14,OUT035,2542.117553
NCU06,OUT045,3599.614803
DRG25,OUT046,2939.183112
DRH49,OUT035,1387.607168
FDN15,OUT035,2280.062285
FDL43,OUT018,977.3461836
NCT18,OUT049,2958.805739
NCB31,OUT013,4106.873711
FDK57,OUT035,1949.057494
FDY04,OUT019,714.4236584
NCP54,OUT046,1919.668368
FDF41,OUT013,3852.111684
FDM01,OUT045,1686.673063
FDW03,OUT045,1723.486426
FDF28,OUT045,1975.154892
FDY37,OUT017,2486.14351
FDQ03,OUT017,3933.942081
FDP51,OUT027,3413.594976
FDJ40,OUT017,1944.901295
FDC32,OUT049,1628.200543
DRI49,OUT027,2725.47206
NCW54,OUT017,1019.041143
FDF09,OUT017,831.8760913
FDP45,OUT018,3721.132137
DRJ23,OUT018,2696.473818
FDS59,OUT017,1981.475488
FDY08,OUT046,2271.240382
FDX16,OUT049,2425.589942
FDY16,OUT018,2661.851487
FDK32,OUT035,2554.682534
FDQ22,OUT013,696.3929337
NCC31,OUT018,2183.620792
FDG58,OUT049,2576.598733
DRF48,OUT013,3012.938903
DRH36,OUT049,1274.922367
NCR30,OUT035,1239.814506
FDB03,OUT019,1882.912903
FDZ28,OUT027,3488.798057
FDR35,OUT017,3306.285167
DRD15,OUT027,5129.335137
FDJ33,OUT019,111.7073379
FDA56,OUT010,62.22736049
FDP56,OUT046,839.8995521
NCT30,OUT046,767.8886083
FDK15,OUT017,1755.42759
FDH44,OUT018,2134.299833
FDV01,OUT013,2556.983309
DRG03,OUT017,2570.746018
FDG50,OUT027,2941.307874
FDR16,OUT010,1487.921351
FDZ60,OUT046,1721.054922
DRG03,OUT045,2443.489533
FDS56,OUT018,3972.273978
FDU33,OUT045,766.576596
DRD27,OUT035,1652.133335
FDW22,OUT046,3563.363349
DRA24,OUT045,2604.31912
FDF38,OUT049,836.8505455
FDX48,OUT013,2537.357066
FDS58,OUT018,2327.407923
FDC32,OUT046,1523.802769
NCQ29,OUT045,4102.125754
DRK39,OUT018,1090.712935
NCS38,OUT017,1936.737308
DRO47,OUT013,1823.765131
DRG27,OUT027,2153.556547
FDC57,OUT027,4562.535148
FDS55,OUT046,2371.946556
NCJ06,OUT018,1611.63275
FDO01,OUT019,236.3338312
NCM55,OUT045,2914.426122
FDC52,OUT049,2529.78284
FDQ15,OUT045,1311.08785
NCT30,OUT027,2205.918951
NCR42,OUT027,1978.607763
FDD28,OUT035,979.3031104
FDQ34,OUT049,1751.217101
FDZ12,OUT027,3721.562926
DRE13,OUT019,516.7464609
NCN07,OUT019,216.1801889
FDM28,OUT035,2896.91057
FDI10,OUT017,2901.326907
FDQ25,OUT013,2821.083897
FDA38,OUT010,1867.564277
DRI13,OUT049,3508.628366
FDY20,OUT027,2979.618826
NCZ53,OUT035,3022.500151
NCM31,OUT013,2306.255102
DRB01,OUT017,3115.95423
DRF37,OUT046,4106.311459
NCF42,OUT049,2850.586516
FDF16,OUT018,2069.11748
FDB41,OUT013,837.2457037
FDR34,OUT013,3668.798197
FDR15,OUT018,2255.857266
NCV42,OUT019,129.5146043
FDW51,OUT035,3447.985872
FDU36,OUT017,1720.959768
FDX60,OUT049,1410.851118
FDY03,OUT035,1903.60111
FDW55,OUT045,3990.69956
FDT01,OUT010,1480.304256
FDG58,OUT013,2524.840119
FDK21,OUT017,4088.597379
NCS41,OUT019,989.980941
FDS10,OUT045,2867.284666
NCT53,OUT046,2623.63922
FDJ28,OUT018,2732.115521
FDX44,OUT045,1444.435396
FDT20,OUT018,413.2454312
FDO44,OUT017,1935.678723
NCX17,OUT049,3787.892369
FDY01,OUT017,2060.205934
FDJ12,OUT027,4817.575743
DRK35,OUT018,351.3917762
FDD47,OUT019,814.4592043
NCM53,OUT035,1750.151249
FDO45,OUT013,1485.831462
NCM42,OUT010,179.7124843
FDE04,OUT046,2864.508464
NCI30,OUT027,5330.364645
FDZ19,OUT013,2834.945315
FDW57,OUT013,2874.919871
FDA25,OUT013,1745.855882
FDT22,OUT046,956.5255493
FDP51,OUT013,1977.219029
FDD48,OUT027,3322.737557
FDY39,OUT035,3002.578635
FDO48,OUT010,1649.090192
FDD23,OUT027,4466.099738
DRN35,OUT027,2080.347089
FDT01,OUT035,3482.129493
FDC20,OUT010,966.2133
DRJ35,OUT035,1079.039128
FDB32,OUT046,1550.763924
FDL24,OUT046,2807.191291
NCV42,OUT035,1831.388598
FDZ46,OUT046,1749.470489
FDC15,OUT013,2435.250241
FDD08,OUT019,1215.778002
FDY50,OUT049,1488.175829
FDD36,OUT013,1952.432379
FDG57,OUT027,2294.411827
FDL21,OUT018,457.7361302
FDN16,OUT027,3109.849161
FDJ09,OUT027,2207.20776
FDS01,OUT010,975.8398086
FDV33,OUT017,4293.644135
DRE12,OUT017,1953.669884
FDR07,OUT013,1624.252679
FDP48,OUT010,1053.773014
NCB55,OUT035,946.563852
FDQ08,OUT013,1096.708989
FDR34,OUT035,3741.361717
FDO33,OUT046,1788.545447
FDP13,OUT045,697.6602381
FDX12,OUT049,3976.297713
NCT06,OUT049,2711.111928
FDR16,OUT019,1506.169208
FDE36,OUT046,2678.960347
FDZ36,OUT049,3078.904918
FDV13,OUT045,1488.27582
NCZ17,OUT035,657.3578551
FDU56,OUT045,2934.341481
FDM09,OUT035,2793.344345
FDV02,OUT017,2825.05612
FDS34,OUT018,1562.185809
FDA11,OUT049,1645.92341
FDP09,OUT017,3490.84541
FDB29,OUT027,3305.558391
FDT19,OUT017,2962.853268
DRH15,OUT017,876.623035
FDY38,OUT046,3679.478414
FDF14,OUT027,3906.354966
FDN48,OUT010,410.0999072
FDQ12,OUT013,3687.904455
NCJ43,OUT045,2711.146908
FDE17,OUT019,544.9175571
FDB05,OUT035,3954.830897
FDH10,OUT045,3036.416365
NCR06,OUT017,809.8091777
FDU32,OUT018,1710.841229
FDD56,OUT049,2919.096242
FDO36,OUT018,2599.363193
FDH16,OUT010,458.011473
FDX10,OUT018,354.7190378
FDZ37,OUT017,1650.521717
FDU31,OUT010,1617.758983
DRC49,OUT049,2337.790524
FDL15,OUT045,2422.205335
FDN32,OUT019,1090.070154
DRH59,OUT027,2662.184849
NCU29,OUT049,2451.880574
FDR37,OUT019,1071.529862
FDS14,OUT018,2178.962108
FDU02,OUT027,4987.1657
FDJ08,OUT035,3128.988362
NCZ06,OUT045,3950.4782
FDO31,OUT049,1503.485287
FDH31,OUT018,1407.993486
FDS58,OUT017,2730.10488
NCA53,OUT027,2269.772093
FDF50,OUT046,3166.491825
NCW42,OUT049,3582.605449
NCQ17,OUT045,2455.744127
FDK51,OUT018,3851.827529
NCW41,OUT010,590.8429486
NCR29,OUT017,1050.227217
FDB08,OUT019,670.844525
FDA40,OUT027,2850.812634
FDL14,OUT018,2313.330359
FDB47,OUT046,3278.601575
FDO03,OUT035,3712.190337
DRK13,OUT019,1187.722418
FDX13,OUT010,2040.609102
FDF52,OUT046,2881.754365
FDT11,OUT013,3082.054177
FDB08,OUT013,2613.644373
FDQ28,OUT018,2215.765988
FDD29,OUT045,3962.535028
NCQ29,OUT027,5564.306724
NCO02,OUT013,1081.036486
FDR56,OUT010,1244.958653
NCM54,OUT049,2067.626108
FDP51,OUT035,1962.539158
FDT38,OUT013,1355.93937
FDZ20,OUT018,3759.888067
FDJ53,OUT013,1938.662668
FDX13,OUT049,4068.352409
FDP58,OUT035,3514.558944
NCK31,OUT019,1043.888724
FDA35,OUT018,1741.284749
FDV37,OUT018,2938.877356
NCO07,OUT027,4824.909451
FDA20,OUT045,2993.646147
FDZ59,OUT035,2765.792902
NCY17,OUT017,863.7236928
FDQ28,OUT035,2506.134072
FDV35,OUT017,2595.950085
FDQ36,OUT013,660.0926844
FDD34,OUT018,2322.802177
FDK51,OUT045,4117.047047
FDV31,OUT035,2863.398979
FDR04,OUT035,1584.352864
FDR14,OUT049,944.2469429
DRC36,OUT010,876.2053347
FDE39,OUT019,5.9572842
FDP57,OUT049,1769.600156
FDE57,OUT046,2293.974286
NCN18,OUT046,1743.968398
NCQ05,OUT018,2116.868378
FDW47,OUT035,1982.844164
FDV46,OUT035,2250.860444
NCP29,OUT045,1003.626862
FDE09,OUT018,1541.729649
NCU06,OUT027,5045.872396
FDT19,OUT010,887.2478999
DRF15,OUT017,2571.055798
DRI51,OUT013,2739.46766
NCX54,OUT013,1679.525613
DRE01,OUT013,3802.520818
NCB07,OUT045,3045.282342
FDU50,OUT035,1875.634181
FDG40,OUT035,615.3191592
FDW10,OUT018,2498.964348
FDX51,OUT013,3165.277276
NCP17,OUT045,1021.503954
FDP21,OUT035,3073.443308
FDL04,OUT045,1642.183729
FDV23,OUT013,2002.980019
FDF24,OUT046,1370.590168
FDH56,OUT027,3351.190997
FDB51,OUT049,1070.921272
FDI58,OUT027,3017.843321
FDR20,OUT013,895.0113439
FDC51,OUT018,1698.813552
FDB16,OUT027,2803.155899
FDE40,OUT049,1078.213149
NCM17,OUT035,777.4857176
FDU56,OUT035,3018.328243
FDS32,OUT019,434.6446011
FDX02,OUT049,3597.551217
FDT39,OUT027,3939.913707
FDE35,OUT017,1159.301626
NCI42,OUT019,1411.012506
DRL23,OUT046,1712.198444
FDA10,OUT046,1929.225974
FDA11,OUT013,1584.795409
NCM06,OUT046,2430.169218
NCT05,OUT035,4118.433156
NCQ02,OUT010,1022.091469
NCY06,OUT049,2135.585427
FDY56,OUT035,3675.924644
FDL02,OUT035,1790.443589
NCI06,OUT035,2850.927109
FDQ14,OUT045,2333.569257
FDQ12,OUT017,3761.720041
FDP36,OUT046,850.926428
FDK21,OUT027,5415.354029
FDO40,OUT045,2323.91279
NCK54,OUT019,42.40789948
FDY09,OUT018,2530.05622
NCW30,OUT049,4192.354311
NCC55,OUT027,2034.025809
FDE58,OUT018,1595.897651
FDR39,OUT013,2953.189183
FDU28,OUT049,3071.26006
FDH08,OUT017,3793.13109
FDG35,OUT045,2850.700371
FDG22,OUT049,736.019952
FDC34,OUT035,2553.94888
FDP15,OUT018,3745.33525
FDK34,OUT010,1866.25756
FDU45,OUT035,1945.051479
FDQ04,OUT027,2094.117437
FDX22,OUT018,3090.509466
FDB45,OUT017,1848.190286
NCH43,OUT027,4849.16556
DRE60,OUT046,3506.143658
FDD17,OUT027,5165.141667
NCM54,OUT017,2144.162936
NCH55,OUT013,2039.339549
NCT06,OUT017,2737.812056
FDA48,OUT027,4945.89679
FDY58,OUT027,5057.182143
FDO25,OUT045,3351.423122
FDN50,OUT045,1596.663838
FDH35,OUT035,2697.021218
FDK09,OUT045,3568.725489
FDO16,OUT013,1357.188164
FDW11,OUT045,1045.563655
FDU47,OUT027,3738.873599
NCQ42,OUT010,109.3763899
FDK55,OUT027,2903.726286
FDN08,OUT049,2032.760529
FDT57,OUT045,3745.093057
FDJ12,OUT018,3061.081958
DRL59,OUT017,1019.352005
NCN53,OUT046,604.7069126
FDO51,OUT010,1125.070582
FDK56,OUT017,3150.010506
FDY12,OUT035,946.8216691
FDU15,OUT035,722.238277
FDQ19,OUT046,3924.836915
DRF15,OUT045,2445.334017
DRE25,OUT019,441.0138558
FDK57,OUT018,1622.349792
FDD33,OUT010,1759.351914
FDR34,OUT027,5109.811584
FDU04,OUT045,1920.184833
FDE35,OUT019,830.6872794
NCD31,OUT035,2614.431361
FDJ56,OUT035,1669.750039
NCU53,OUT046,2619.04159
FDD39,OUT035,3400.819953
NCU17,OUT019,252.6554901
FDJ20,OUT046,2035.937773
NCW41,OUT018,2222.234647
FDL52,OUT035,719.8044449
FDS39,OUT035,2319.384048
DRJ47,OUT045,2753.610374
FDP13,OUT010,1190.930813
DRK39,OUT010,573.8044154
FDF28,OUT010,125.7871843
FDB09,OUT045,2027.939311
FDM51,OUT046,1665.397447
DRM49,OUT018,480.7281258
DRF23,OUT013,2822.062954
DRH01,OUT035,2759.169537
FDH12,OUT027,3170.669283
FDA28,OUT019,119.10308
FDW37,OUT018,1196.61242
FDF02,OUT046,1690.060492
DRL37,OUT046,707.0234331
NCF43,OUT046,2228.985468
FDH08,OUT010,1741.613584
FDR34,OUT019,1777.82031
NCK19,OUT049,3166.194064
NCD55,OUT018,413.8980094
FDT27,OUT049,3836.753692
FDQ57,OUT045,2333.473351
FDA47,OUT035,2667.139906
DRG15,OUT027,2482.860504
FDE05,OUT018,2069.51027
FDN46,OUT046,1640.812846
FDX27,OUT027,2929.697919
FDT51,OUT045,1818.865864
FDU33,OUT013,802.9662884
FDJ16,OUT027,2393.518579
FDD20,OUT019,108.5694715
FDT36,OUT049,665.0390476
DRF15,OUT027,3883.176655
FDN52,OUT010,498.9185274
FDC22,OUT027,4501.490246
FDX15,OUT045,2524.297599
FDT13,OUT013,3038.245487
FDU04,OUT017,2073.968123
FDU31,OUT019,1610.469676
FDW59,OUT027,2841.578658
NCO29,OUT046,2627.364534
FDL15,OUT035,2481.250858
FDI41,OUT049,2430.906841
FDQ48,OUT049,1731.261818
DRI39,OUT013,942.6425968
FDI08,OUT013,4064.277199
FDC21,OUT049,1942.427821
FDF58,OUT035,1078.409964
FDS08,OUT010,946.4780551
FDE47,OUT045,1989.970378
NCP18,OUT019,504.7674108
NCR41,OUT013,1583.619555
FDA27,OUT013,4043.18608
FDA43,OUT035,3159.409516
FDA49,OUT045,1415.89774
NCE55,OUT018,2518.748355
DRM49,OUT027,2217.662437
FDF22,OUT027,4834.642714
FDQ15,OUT018,1054.314382
NCS54,OUT017,2897.873876
NCY05,OUT013,646.1659964
FDR45,OUT046,3787.95748
FDK57,OUT049,2029.518367
FDF41,OUT010,1954.080825
FDV21,OUT046,2002.905819
FDD51,OUT046,700.1001059
FDF33,OUT046,1962.603018
FDA38,OUT046,3734.612693
FDR56,OUT045,3156.614322
NCN41,OUT017,2084.726899
FDC60,OUT027,2907.135581
FDB47,OUT045,3273.084005
DRH01,OUT013,2784.755395
FDW08,OUT046,1702.716383
FDF38,OUT027,2192.314156
FDY32,OUT017,2754.490795
FDG34,OUT049,1897.430297
FDG47,OUT019,2246.192917
NCF18,OUT035,3017.176333
FDL39,OUT019,970.0319076
NCH55,OUT035,2034.013312
DRJ35,OUT049,1099.930772
FDS44,OUT035,3879.066491
DRE01,OUT018,3485.963789
FDY39,OUT013,3009.464368
FDY32,OUT018,2317.561319
FDR33,OUT027,3235.756446
NCP50,OUT049,1402.242005
FDZ47,OUT018,1349.45196
FDU57,OUT049,2553.427355
FDY44,OUT013,3195.453713
DRH59,OUT018,930.8659104
FDB03,OUT027,5219.703502
FDY46,OUT045,2945.125322
FDM39,OUT045,2760.471845
FDY36,OUT035,1283.913281
NCM55,OUT035,2953.230829
FDJ50,OUT010,997.2917386
DRL60,OUT013,2421.598122
NCJ54,OUT049,3736.259571
FDX59,OUT017,736.2420816
FDI07,OUT013,3228.985585
DRF51,OUT010,1287.344091
FDM14,OUT017,1945.546639
FDP21,OUT045,3014.408008
FDE40,OUT035,1069.415664
FDE05,OUT035,2416.423618
FDM13,OUT027,3581.41725
FDC34,OUT027,3956.327452
NCI55,OUT018,1663.420197
NCE43,OUT018,2362.983865
FDW58,OUT018,1444.958695
FDG60,OUT045,3696.022344
FDV31,OUT017,2967.372795
FDR47,OUT013,3112.306833
FDM60,OUT019,1165.515128
NCF06,OUT018,3781.115354
NCN26,OUT027,3292.619069
FDQ59,OUT049,1539.141344
FDF09,OUT046,671.1271892
NCS06,OUT017,4288.928695
FDT44,OUT046,1913.26843
FDI19,OUT017,4005.81441
FDT22,OUT017,1112.476465
NCF54,OUT027,4133.382428
DRG25,OUT045,2924.342532
FDB59,OUT017,3270.140535
FDQ37,OUT017,3226.554506
FDP56,OUT035,888.7653695
FDW44,OUT035,2861.938018
FDJ26,OUT010,1547.838303
FDU43,OUT018,3547.308944
FDW33,OUT045,1661.67023
NCX53,OUT027,3737.79868
FDN56,OUT010,475.0692401
DRF15,OUT049,2527.215508
FDO33,OUT017,1964.775438
FDZ39,OUT010,189.8153882
NCJ19,OUT017,1024.972273
FDU01,OUT035,3045.492454
FDT12,OUT035,3644.984116
NCM18,OUT018,703.2329574
FDP19,OUT017,2212.20573
NCR42,OUT049,638.8071946
FDN10,OUT046,1898.793743
FDG44,OUT017,1075.895499
FDQ10,OUT046,2725.48152
DRH13,OUT049,1781.798259
FDT52,OUT013,3923.894915
FDM56,OUT045,1795.686896
NCO43,OUT010,292.8900254
NCV29,OUT035,2858.052084
NCF06,OUT013,4116.206194
FDO50,OUT035,1551.03688
FDT59,OUT013,3682.998014
FDX40,OUT027,2043.273546
FDE50,OUT017,3177.299965
FDX51,OUT017,3320.114566
NCD30,OUT018,1281.676559
FDK15,OUT013,1647.431894
FDL12,OUT045,1024.73963
FDK46,OUT017,4234.649886
DRH49,OUT010,621.6481063
FDQ57,OUT046,2345.202429
FDY59,OUT017,1664.158682
FDO09,OUT018,3872.907061
NCG30,OUT035,2022.775211
FDM09,OUT017,2853.728197
NCN17,OUT027,3071.964676
NCS42,OUT013,1451.617071
FDD02,OUT019,8.668944051
FDE34,OUT013,2910.236562
FDU38,OUT045,2990.956666
FDB33,OUT046,2548.747825
NCJ29,OUT017,1548.837685
FDZ27,OUT035,817.8263619
FDI40,OUT013,1642.685034
FDG22,OUT013,710.7190392
FDT51,OUT017,1978.875822
FDF20,OUT018,2908.761583
FDV50,OUT035,1944.689781
FDT02,OUT049,675.5857267
DRC49,OUT017,2426.776167
FDF26,OUT049,2596.457717
FDV52,OUT035,1962.369992
FDX59,OUT049,712.6691358
FDV25,OUT035,3598.837697
FDW23,OUT027,2104.081238
FDE53,OUT018,1438.967505
FDA19,OUT017,2259.705407
FDH22,OUT046,1997.590435
NCO41,OUT013,1611.885615
FDX12,OUT017,4005.47167
FDF17,OUT013,3136.221827
FDS11,OUT045,3558.939439
FDR51,OUT035,2463.580447
FDT49,OUT010,210.5601611
FDC56,OUT013,1980.270669
FDR13,OUT027,3396.481296
FDQ60,OUT035,2016.488119
FDN38,OUT049,4093.518039
NCL29,OUT013,2527.316482
FDO13,OUT027,4067.741611
FDE26,OUT018,2043.209771
FDA31,OUT010,844.7423812
FDX14,OUT035,1226.193126
FDA34,OUT045,2790.900307
FDF26,OUT013,2547.793441
FDE38,OUT045,2672.653601
DRI11,OUT046,1834.396938
FDQ60,OUT027,3384.276186
FDL21,OUT027,2163.142001
DRC12,OUT027,4477.074997
FDC47,OUT046,3584.476444
FDE57,OUT045,2261.99083
FDT14,OUT045,1896.343265
NCZ53,OUT046,3011.021061
FDE28,OUT018,3365.206848
FDR19,OUT035,2401.967147
